url,normalized_url,domain,source_type,first_seen_source,first_seen_at,candidate_year,candidate_month,candidate_slug,wayback_timestamp,first_capture_timestamp,last_capture_timestamp,capture_count,cdx_digest,cdx_length,mimetype,query_group,query_domain,priority,notes
https://portale.movimento5stelle.eu/,https://portale.movimento5stelle.eu/,portale.movimento5stelle.eu,seed_url,DATA.md,,,,,,,,0,,,html,m5s_live,portale.movimento5stelle.eu,P1,M5S portal.
https://portale.movimento5stelle.eu/elezioni-trasparenti,https://portale.movimento5stelle.eu/elezioni-trasparenti,portale.movimento5stelle.eu,seed_url,DATA.md,,,,,,,,0,,,html,m5s_live,portale.movimento5stelle.eu,P1,Candidate/election transparency portal seed.
https://www.movimento5stelle.eu/tag/programma/,https://www.movimento5stelle.eu/tag/programma,www.movimento5stelle.eu,seed_url,DATA.md,,,,,,,,0,,,html,m5s_live,www.movimento5stelle.eu,P1,Program-tag discovery seed.
https://www1.interno.gov.it/mininterno/export/sites/default/it/assets/files/25_elezioni/6_MOVIMENTO_5_STELLE.PDF,https://www1.interno.gov.it/mininterno/export/sites/default/it/assets/files/25_elezioni/6_MOVIMENTO_5_STELLE.PDF,www1.interno.gov.it,seed_url,DATA.md,,,,,,,,0,,,pdf,m5s_programs,www1.interno.gov.it,P1,2013 M5S program PDF hosted by Interior Ministry.
https://archive.org/details/BeppeGrillo.it2005,https://archive.org/details/BeppeGrillo.it2005,archive.org,seed_url,DATA.md,,,,,,,,0,,,metadata/html,internet_archive_item,archive.org,P1,Internet Archive item to inspect for 2005 files and comments.
https://dati.camera.it/,https://dati.camera.it/,dati.camera.it,seed_url,DATA.md,,,,,,,,0,,,rdf/html/api,parliament_camera,dati.camera.it,P1,Official Chamber open data portal.
https://data.camera.it/,https://data.camera.it/,data.camera.it,seed_url,DATA.md,,,,,,,,0,,,rdf/html/api,parliament_camera,data.camera.it,P1,Alternate official Chamber data domain.
https://www.senato.it/leggi-e-documenti,https://www.senato.it/leggi-e-documenti,www.senato.it,seed_url,DATA.md,,,,,,,,0,,,html/api,parliament_senate,www.senato.it,P1,Official Senate laws/documents entry point.
https://service.opdm.openpolis.io/docs/,https://service.opdm.openpolis.io/docs,service.opdm.openpolis.io,seed_url,DATA.md,,,,,,,,0,,,api_docs,parliament_openpolis,service.opdm.openpolis.io,P1,Openpolis/OpenParlamento API documentation.
https://service.opdm.openpolis.io/api-openparlamento/v1/19/bills/,https://service.opdm.openpolis.io/api-openparlamento/v1/19/bills,service.opdm.openpolis.io,seed_url,DATA.md,,,,,,,,0,,,json,parliament_openpolis,service.opdm.openpolis.io,P1,OpenParlamento bills API example.
https://elezionistorico.interno.gov.it/,https://elezionistorico.interno.gov.it/,elezionistorico.interno.gov.it,seed_url,DATA.md,,,,,,,,0,,,html/csv,election_results,elezionistorico.interno.gov.it,P2,Interior Ministry historical election archive.
https://elezionistorico.interno.gov.it/eligendo/info_opendata.php,https://elezionistorico.interno.gov.it/eligendo/info_opendata.php,elezionistorico.interno.gov.it,seed_url,DATA.md,,,,,,,,0,,,html/csv,election_results,elezionistorico.interno.gov.it,P2,Eligendo open-data information page.
https://dait.interno.gov.it/elezioni/open-data,https://dait.interno.gov.it/elezioni/open-data,dait.interno.gov.it,seed_url,DATA.md,,,,,,,,0,,,html/csv,election_results,dait.interno.gov.it,P2,Interior Ministry election open-data page.
https://www.comparativeagendas.net/project/italy,https://www.comparativeagendas.net/project/italy,www.comparativeagendas.net,seed_url,DATA.md,,,,,,,,0,,,html/csv,media_public_controls,www.comparativeagendas.net,P1,Italian Policy Agendas / Comparative Agendas project.
https://www.comparativeagendas.net/,https://www.comparativeagendas.net/,www.comparativeagendas.net,seed_url,DATA.md,,,,,,,,0,,,html/csv,media_public_controls,www.comparativeagendas.net,P1,Comparative Agendas project root.
https://manifesto-project.wzb.eu/,https://manifesto-project.wzb.eu/,manifesto-project.wzb.eu,seed_url,DATA.md,,,,,,,,0,,,html/api/corpus,comparison_party_controls,manifesto-project.wzb.eu,P1,Manifesto Project data and corpus root.
https://docs.gdeltcloud.com/api-reference/v2,https://docs.gdeltcloud.com/api-reference/v2,docs.gdeltcloud.com,seed_url,DATA.md,,,,,,,,0,,,api_docs,media_public_controls,docs.gdeltcloud.com,P1,GDELT Cloud API documentation.
https://trends.google.com/,https://trends.google.com/,trends.google.com,seed_url,DATA.md,,,,,,,,0,,,web,media_public_controls,trends.google.com,P2,Google Trends public attention proxy.
https://www.agcom.it/osservatori,https://www.agcom.it/osservatori,www.agcom.it,seed_url,DATA.md,,,,,,,,0,,,html,media_public_controls,www.agcom.it,P2,AGCOM observatories seed.
http://beppegrillo.it//,http://beppegrillo.it,beppegrillo.it,homepage_candidate,wayback_cdx,20090227043106,2009,02,,20090227043106,20090227043106,20090227043106,2,GSPKW5IDUDAIJET7EA6S357SITS2QY3L,36047,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20070613081534,2007,06,,20070613081534,20070613081534,20070613081534,2,2ARGRYPICCSLYZN5LWNNGLLRKHAK3PGB,18050,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060617082840,2006,06,,20060617082840,20060617082840,20060617082840,2,2IEGJUJQXNFJEKCAMLH3LLVKBUGLIBIP,18310,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20050507040541,2005,05,,20050507040541,20050507040541,20050507040541,2,2JCOH57WQYYHIHVIFC6ASOBV4JUR753A,9193,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060207084736,2006,02,,20060207084736,20060207084736,20060207084736,2,2PBUC3ZDEELV56KFDI4EQ223PIUCNJMM,15485,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20070314031712,2007,03,,20070314031712,20070314031712,20070314031712,2,2ZEU7ZGGED5RRG2S4DFWX6JFBL634CVR,20641,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20070824083416,2007,08,,20070824083416,20070824083416,20070824083416,2,3GR6X4JT4CXAJVNJPCO2EOG2DSO5K6SB,21130,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20051126013526,2005,11,,20051126013526,20051126013526,20051126013526,2,3J5MDXO7COUPZKKYMP2VZNZJ5XSKMWTR,15668,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060202222138,2006,02,,20060202222138,20060202222138,20060202222138,2,3JTGGJS26TWOV4YPDSOVACBGHSDNG2YA,14627,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060721051834,2006,07,,20060721051834,20060721051834,20060721051834,2,3XSJSHH56L7TQ6KEA6YV7H4IEH2XPASC,18058,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060411151932,2006,04,,20060411151932,20060411151932,20060411151932,2,4526ULSZQPMB3VXP5HHFHR5AX5HJTH6Q,21856,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20070718232904,2007,07,,20070718232904,20070718232904,20070718232904,2,4CGQOWM3KSE5TDWHCS34QO6A3UTPCYIW,21632,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060821210731,2006,08,,20060821210731,20060821210731,20060821210731,2,4IKEY7XAZ72UR3676NTJFVWKVMLCUNZU,16196,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060410105038,2006,04,,20060410105038,20060410105038,20060410105038,2,4QOPZQ4CU57CUEKUI5OWA6JVJMIEUXAE,20759,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060316114209,2006,03,,20060316114209,20060316114209,20060316114209,2,4RHFE5XH2HLUEV5R44V3RALZDBFUQCPA,21587,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20050316023247,2005,03,,20050316023247,20050316023247,20050316023247,2,4WJDYAXHSLC4XZW5KJUZCEQHILTGUMH2,10336,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060501031809,2006,05,,20060501031809,20060501031809,20060501031809,2,4X2E7PCNL7IDEFCYPFHSZQXXINUKM5HQ,21041,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060528202514,2006,05,,20060528202514,20060528202514,20060528202514,2,5I44SDF7CIPKYPVR5YSEO2656S3OLZQM,22007,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060629052345,2006,06,,20060629052345,20060629052345,20060629052345,2,5LHSC26A3WFEVPKF4OKM4RX7OMLGDSHU,21376,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20051028014924,2005,10,,20051028014924,20051028014924,20051028014924,2,5O6WO5ULVXMRIAEODGLSO7UK3ULUYYWV,13043,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060507191839,2006,05,,20060507191839,20060507191839,20060507191839,2,5Q3H36MUUKK5YEAMVIZCNRS7H6EYKQQ4,21077,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060408183414,2006,04,,20060408183414,20060408183414,20060408183414,2,5RFO2LVW5DU445PZPPWLEEPG6RCYVODM,21215,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20070502020045,2007,05,,20070502020045,20070502020045,20070502020045,2,5VXDQ7I5KHHVYJKKQP2FVT2TLBV47GO3,17654,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060110200602,2006,01,,20060110200602,20060110200602,20060110200602,2,5XDYXBXZCLLYFNMWBPJKEQS7FXE2465Y,17918,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20101122234821,2010,11,,20101122234821,20101122234821,20101122234821,2,5ZBKTCQ4UEGKW7YNSNI3MNVBUHGVUUKO,38688,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20070128224915,2007,01,,20070128224915,20070128224915,20070128224915,2,65AFFTFHVONPRMPN3ENGR2PKOTXSHU7R,18776,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060423102403,2006,04,,20060423102403,20060423102403,20060423102403,2,6FCDCXZLXRUB5LL3U36HTRDGE2HWXQNX,22006,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060219150809,2006,02,,20060219150809,20060219150809,20060219150809,2,6O27DXDKROK4CHNW2E3MLU23ZER6AW3Z,21174,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20051218061530,2005,12,,20051218061530,20051218061530,20051218061530,2,6PXQQXFAANNVJEN6S7DGCV7SXAMINEUU,17004,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060111034411,2006,01,,20060111034411,20060111034411,20060111034411,2,6TJEK3BJESHQLY626WTSNZOAKI2KGPUH,18002,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20050305044944,2005,03,,20050305044944,20050305044944,20050305044944,2,7JLPLREWVSF66KQDEJCU5DO5K5JODXWA,7191,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20071006182728,2007,10,,20071006182728,20071006182728,20071006182728,2,7MIPG6EUU2MRLZW5H6AEJ2WYPCGLUA2X,24076,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060116055223,2006,01,,20060116055223,20060116055223,20060116055223,2,7QM55DLGS3BW5UVKT4JJB4GSNK2WDGM4,15790,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060501212406,2006,05,,20060501212406,20060501212406,20060501212406,2,AJBXTHNB5UBAT5IYKGD5E3FTDROKA2EK,20232,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060721022546,2006,07,,20060721022546,20060721022546,20060721022546,2,ALQ7H7DVUWUUXVVXR6RPCEFCXMTNPF2F,18054,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060821074819,2006,08,,20060821074819,20060821074819,20060821074819,2,AQU6LJDZIJAHIRE3RLTUPAFGICONUCOB,16307,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20090213013622,2009,02,,20090213013622,20090213013622,20090213013622,2,AV6VEZ2MEANCMAHMKAYWON3WTDXZEIIG,41090,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20090216221144,2009,02,,20090216221144,20090216221144,20090216221144,2,AXXV5Z5B2Z5UBEIQAOKHYZA2PBJFUJJ7,36473,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060821210936,2006,08,,20060821210936,20060821210936,20060821210936,2,BF7X5QSA7XD2I3Y3HC56MY4CK2WBZRK4,16195,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20051029021650,2005,10,,20051029021650,20051029021650,20051029021650,2,BOGPLMG2NBYG2ESAKJLZ47GSLNU37N6K,12968,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20051208010348,2005,12,,20051208010348,20051208010348,20051208010348,2,CCESSE6YDYSKZLMCC3JSMRWQKHECM32Y,16634,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060511204649,2006,05,,20060511204649,20060511204649,20060511204649,2,CQZPCHFE7TJZ6UVT5MOIBU47MK64DV6M,19263,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20061119172052,2006,11,,20061119172052,20061119172052,20061119172052,2,CVDQGCZZGPHUVCQKIARZU36SS74RUUWI,15804,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060616005153,2006,06,,20060616005153,20060616005153,20060616005153,2,CWXOWBMTSXTZBRYVFRZ37AGYHZL2O25Y,17827,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060625134424,2006,06,,20060625134424,20060625134424,20060625134424,2,D72EAO2VECCPPQOJ5UKVB4SW46W4ZRBW,23728,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20051125130137,2005,11,,20051125130137,20051125130137,20051125130137,2,D7543YSDJJEM2KE72DOP46TOHSQKKB5X,16099,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20101214184741,2010,12,,20101214184741,20101214184741,20101214184741,2,DCAISIOLJ6RRY2FI52PO26A3SJHMUEK5,42530,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060529202105,2006,05,,20060529202105,20060529202105,20060529202105,2,E3QS2TC5ME3EAQRAJYGI3AZ3QXKHCMLB,21702,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20071002195037,2007,10,,20071002195037,20071002195037,20071002195037,2,E5SP7M766FSLFER57TFLH3Z3I7DQVKJS,18339,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060401033051,2006,04,,20060401033051,20060401033051,20060401033051,2,EVADTOVRB32ISRTUVPQ4D57RO4AWOVAD,22284,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060325045912,2006,03,,20060325045912,20060325045912,20060325045912,2,FHURQA24MDUBFTZMHD6OKK4VXUG2VTVP,23386,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/?,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20090207022050,2009,02,,20090207022050,20090207022050,20090207022050,2,FNJ57ETYJS7AHHTO35V7O4KCVH75EEA3,36915,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060209015831,2006,02,,20060209015831,20060209015831,20060209015831,2,FT4BEWUMY6JDOFXFBNNOZR3UMAPJCUCN,15772,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20051206021604,2005,12,,20051206021604,20051206021604,20051206021604,2,FX3K7EDMZSQVI7NUXL6IBVDWNTWOHKL7,17230,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060402210519,2006,04,,20060402210519,20060402210519,20060402210519,2,FYYOEEIUIVR6V5IB7RHENNHFZ24SIAUL,21185,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060505235637,2006,05,,20060505235637,20060505235637,20060505235637,2,G3JP5HT6MVGBZTK2JX2OWS2D2CEOGT7X,21653,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060414105302,2006,04,,20060414105302,20060414105302,20060414105302,2,G4SNVTO6MZWIHHE5U5VQ6IRYMUVWDNIU,16967,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060329090855,2006,03,,20060329090855,20060329090855,20060329090855,2,G5GIQOJ2HJ2VFXOPBLDFTGR3X6JIWXEO,22798,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20051203021839,2005,12,,20051203021839,20051203021839,20051203021839,2,GRH7MDYBWGZYR3QTUM4XACOXWGSOVNNY,16221,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060301182500,2006,03,,20060301182500,20060301182500,20060301182500,2,GTXODUG3C2TG5OZEHER7G6GVECK4GFNW,18111,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060326062710,2006,03,,20060326062710,20060326062710,20060326062710,2,GYI5V6YHPBB5I7TXATHJNCQWJFTILZT6,26349,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060407055453,2006,04,,20060407055453,20060407055453,20060407055453,2,H3KZBF6HZUUHI4INOE6FQOIOEMNOT52T,21519,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060324033505,2006,03,,20060324033505,20060324033505,20060324033505,2,H5WIXMPYOXRM74ROESPZS2NEA4ULBNWN,22819,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060613141240,2006,06,,20060613141240,20060613141240,20060613141240,2,H7FDWXMGAFV577O2UXVKIJRQBWGLUCJ7,17344,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060721093307,2006,07,,20060721093307,20060721093307,20060721093307,2,HALM5TCOXCKM7NYK35KSXKEW2PML2JE7,18057,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20051221041052,2005,12,,20051221041052,20051221041052,20051221041052,2,HEIXXUS6YNNJIPL6FICWVFIKQVQ6JX7T,17623,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060902131338,2006,09,,20060902131338,20060902131338,20060902131338,2,HI544IHSISTKNECU2AKBSPNCCJTNN4IQ,20982,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060110090312,2006,01,,20060110090312,20060110090312,20060110090312,2,HILLYFEVUBISZIUIRBIRIMXF2LO46OLO,17907,text/html,beppegrillo,www.beppegrillo.it,P0,
http://beppegrillo.it:80/,http://beppegrillo.it/,beppegrillo.it,homepage_candidate,wayback_cdx,20060621235022,2006,06,,20060621235022,20060621235022,20060621235022,2,HIWNQAVD2ITF5WLYAYAGTDHQ2L4U2FDZ,21514,text/html,beppegrillo,www.beppegrillo.it,P0,
